Genome	TARA_084-QUALITY_PASSED_R1.fastq.gz Read Count
GCA_008064665.1_ASM806466v1_genomic	4591
GCA_024642265.1_ASM2464226v1_genomic	1556
GCA_008081075.1_ASM808107v1_genomic	408
GCA_024644535.1_ASM2464453v1_genomic	10658
GCA_009910365.1_ASM991036v1_genomic	19566
GCA_024686215.1_ASM2468621v1_genomic	2510
GCA_009937065.1_ASM993706v1_genomic	3813
GCA_024742415.1_ASM2474241v1_genomic	10189
GCA_014077625.1_ASM1407762v1_genomic	27061
GCA_026230195.1_ASM2623019v1_genomic	11966
GCA_014652275.1_ASM1465227v1_genomic	9194
GCA_026262625.1_ASM2626262v1_genomic	20989
GCA_018342035.1_IUB_Sapp_1.0_genomic	2655435
GCA_026262685.1_ASM2626268v1_genomic	19152
GCA_026710905.1_ASM2671090v1_genomic	3538
GCA_027295405.1_ASM2729540v1_genomic	6079
GCA_028282105.1_ASM2828210v1_genomic	4207
GCA_028117185.1_ASM2811718v1_genomic	102299
GCA_902705825.1_Halioglobus_sp._strain_BC5_1_genomic	17878
GCA_028277365.1_ASM2827736v1_genomic	2865
GCA_000153125.2_ASM15312v2_genomic	22772
GCA_002377985.1_ASM237798v1_genomic	3498
GCA_008064635.1_ASM806463v1_genomic	10203
GCA_015222725.1_ASM1522272v1_genomic	4619
