Genome	TARA_045-QUALITY_PASSED_R1.fastq.gz Read Count
GCA_913056165.1_SRR4030075_bin.37_MetaBAT_v2.12.1_MAG_genomic	1233
GCA_913057135.1_SRR4030062_bin.3_MetaBAT_v2.12.1_MAG_genomic	38869
GCA_913064725.1_ERR2098371_bin.22_MetaBAT_v2.12.1_MAG_genomic	2671
GCA_913062625.1_SRR5620817_bin.66_MetaBAT_v2.12.1_MAG_genomic	1069
GCA_913063005.1_ERR771004_bin.4_MetaBAT_v2.12.1_MAG_genomic	14987
GCA_938045215.1_N2_Bin_Bin_145_1_genomic	728
GCA_938074045.1_S2_Bin_METABAT_101_1_genomic	3100
GCA_938074135.1_S3_Bin_MAXBIN_098_sub_1_genomic	602
GCA_938084055.1_S3_Bin_MAXBIN_084_1_genomic	795
GCA_938085095.1_S3_Bin_Bin_3_sub_1_genomic	1751
GCA_938091485.1_S4_Bin_METABAT_204_1_genomic	3358
GCA_943787385.1_05052020-pm_METABAT_10_genomic	6043
GCA_943787485.1_05052020-am_METABAT_80_genomic	6195
GCA_030427335.1_ASM3042733v1_genomic	2819
GCA_000158155.1_ASM15815v1_genomic	9037
GCA_000169115.1_ASM16911v1_genomic	6393
GCA_001983995.1_ASM198399v1_genomic	7283
GCA_000764025.1_ASM76402v1_genomic	10550
GCA_003457605.1_ASM345760v1_genomic	5975
GCA_003520285.1_ASM352028v1_genomic	1859
GCA_004340525.1_ASM434052v1_genomic	6779
GCA_004354085.1_ASM435408v1_genomic	4192
GCA_004745945.1_ASM474594v1_genomic	7539
GCA_008064665.1_ASM806466v1_genomic	4843
GCA_008081075.1_ASM808107v1_genomic	8697
GCA_009910365.1_ASM991036v1_genomic	8971
GCA_009937065.1_ASM993706v1_genomic	18677
GCA_014077625.1_ASM1407762v1_genomic	12088
GCA_014652275.1_ASM1465227v1_genomic	12171
GCA_018342035.1_IUB_Sapp_1.0_genomic	172039
GCA_026710905.1_ASM2671090v1_genomic	6912
GCA_028282105.1_ASM2828210v1_genomic	3268
GCA_902705825.1_Halioglobus_sp._strain_BC5_1_genomic	8063
GCA_000153125.2_ASM15312v2_genomic	8605
GCA_002377985.1_ASM237798v1_genomic	4572
GCA_008064635.1_ASM806463v1_genomic	5237
GCA_015222725.1_ASM1522272v1_genomic	945
