Genome	TARA_033-QUALITY_PASSED_R1.fastq.gz Read Count
GCA_902631395.1_AH-326-F22_genomic	14371
GCA_000423125.1_ASM42312v1_genomic	3981
GCA_905478845.1_0.2_20180511_Bin_174_1_genomic	1007
GCA_002683395.1_ASM268339v1_genomic	2403
GCA_905479205.1_0.2_20180524_Bin_119_sub_1_genomic	1239
GCA_002862985.1_ASM286298v1_genomic	407
GCA_913031575.1_ERR598978_bin.4_MetaBAT_v2.12.1_MAG_genomic	1310
GCA_016779445.1_ASM1677944v1_genomic	2983
GCA_938091425.1_S4_Bin_Bin_207_sub_1_genomic	14456
GCA_016778045.1_ASM1677804v1_genomic	15756
GCA_938091995.1_S4_Bin_METABAT_131_1_genomic	766
GCA_008370495.1_ASM837049v1_genomic	2438
GCA_913048495.1_ERR599053_bin.87_MetaBAT_v2.12.1_MAG_genomic	59250
GCA_002428935.1_ASM242893v1_genomic	909
GCA_913056165.1_SRR4030075_bin.37_MetaBAT_v2.12.1_MAG_genomic	1577
GCA_002699145.1_ASM269914v1_genomic	1900
GCA_913057135.1_SRR4030062_bin.3_MetaBAT_v2.12.1_MAG_genomic	24851
GCA_002456975.1_ASM245697v1_genomic	723
GCA_913064725.1_ERR2098371_bin.22_MetaBAT_v2.12.1_MAG_genomic	1977
GCA_002692965.1_ASM269296v1_genomic	3278
GCA_913062625.1_SRR5620817_bin.66_MetaBAT_v2.12.1_MAG_genomic	811
GCA_002691565.1_ASM269156v1_genomic	3579
GCA_913063005.1_ERR771004_bin.4_MetaBAT_v2.12.1_MAG_genomic	15837
GCA_002721785.1_ASM272178v1_genomic	86090
GCA_938045215.1_N2_Bin_Bin_145_1_genomic	719
GCA_002748505.1_ASM274850v1_genomic	592
GCA_938074045.1_S2_Bin_METABAT_101_1_genomic	5961
GCA_002862465.1_ASM286246v1_genomic	1004
GCA_938074135.1_S3_Bin_MAXBIN_098_sub_1_genomic	1187
GCA_030427085.1_ASM3042708v1_genomic	2587
GCA_938084055.1_S3_Bin_MAXBIN_084_1_genomic	761
GCA_002866825.1_ASM286682v1_genomic	2309
GCA_938085095.1_S3_Bin_Bin_3_sub_1_genomic	2308
GCA_002868715.1_ASM286871v1_genomic	2898
GCA_938091485.1_S4_Bin_METABAT_204_1_genomic	5327
GCA_003402235.1_ASM340223v1_genomic	4508
GCA_943787385.1_05052020-pm_METABAT_10_genomic	4575
GCA_003646405.1_ASM364640v1_genomic	1486
GCA_943787485.1_05052020-am_METABAT_80_genomic	4316
GCA_003646415.1_ASM364641v1_genomic	872
GCA_030427335.1_ASM3042733v1_genomic	1800
GCA_009388985.1_ASM938898v1_genomic	3298
GCA_000158155.1_ASM15815v1_genomic	5795
GCA_009937575.1_ASM993757v1_genomic	976
GCA_000169115.1_ASM16911v1_genomic	4255
GCA_010669285.1_ASM1066928v1_genomic	4285
GCA_001983995.1_ASM198399v1_genomic	4814
GCA_012270045.1_ASM1227004v1_genomic	2798
GCA_000764025.1_ASM76402v1_genomic	6828
GCA_013214285.1_ASM1321428v1_genomic	804
GCA_003457605.1_ASM345760v1_genomic	5069
GCA_013911345.1_ASM1391134v1_genomic	6865
GCA_003520285.1_ASM352028v1_genomic	1025
GCA_016704305.1_ASM1670430v1_genomic	5787
GCA_004340525.1_ASM434052v1_genomic	5873
GCA_016744355.1_ASM1674435v1_genomic	1383
GCA_004354085.1_ASM435408v1_genomic	2660
GCA_017255185.1_ASM1725518v1_genomic	6901
GCA_004745945.1_ASM474594v1_genomic	7000
GCA_020443325.1_ASM2044332v1_genomic	994
GCA_008064665.1_ASM806466v1_genomic	3164
GCA_020443345.1_ASM2044334v1_genomic	1368
GCA_008081075.1_ASM808107v1_genomic	2844
GCA_030066555.1_ASM3006655v1_genomic	2016
GCA_009910365.1_ASM991036v1_genomic	5289
GCA_020443425.1_ASM2044342v1_genomic	804
GCA_009937065.1_ASM993706v1_genomic	2144
GCA_022425845.1_ASM2242584v1_genomic	825
GCA_014077625.1_ASM1407762v1_genomic	8126
GCA_023253715.1_ASM2325371v1_genomic	5695
GCA_014652275.1_ASM1465227v1_genomic	12465
GCA_024234675.1_ASM2423467v1_genomic	3202
GCA_018342035.1_IUB_Sapp_1.0_genomic	122703
GCA_024234735.1_ASM2423473v1_genomic	6679
GCA_026710905.1_ASM2671090v1_genomic	4346
GCA_024234815.1_ASM2423481v1_genomic	3910
GCA_028282105.1_ASM2828210v1_genomic	3288
GCA_024234855.1_ASM2423485v1_genomic	2923
GCA_902705825.1_Halioglobus_sp._strain_BC5_1_genomic	5367
GCA_024640505.1_ASM2464050v1_genomic	676
GCA_000153125.2_ASM15312v2_genomic	4811
GCA_024642245.1_ASM2464224v1_genomic	669
GCA_002377985.1_ASM237798v1_genomic	5796
GCA_024642265.1_ASM2464226v1_genomic	1877
GCA_008064635.1_ASM806463v1_genomic	3348
GCA_024644535.1_ASM2464453v1_genomic	1826
GCA_015222725.1_ASM1522272v1_genomic	404
GCA_024686215.1_ASM2468621v1_genomic	524
GCA_024742415.1_ASM2474241v1_genomic	637
GCA_026230195.1_ASM2623019v1_genomic	3313
GCA_026262625.1_ASM2626262v1_genomic	5931
GCA_026262685.1_ASM2626268v1_genomic	3437
GCA_027295405.1_ASM2729540v1_genomic	3593
GCA_028117185.1_ASM2811718v1_genomic	1510
GCA_028277365.1_ASM2827736v1_genomic	2255
