Genome	TARA_070-QUALITY_PASSED_R1.fastq.gz Read Count
GCA_026262625.1_ASM2626262v1_genomic	4353
GCA_026262685.1_ASM2626268v1_genomic	1808
GCA_027295405.1_ASM2729540v1_genomic	1768
GCA_028117185.1_ASM2811718v1_genomic	12949
GCA_028277365.1_ASM2827736v1_genomic	1143
GCA_028280635.1_ASM2828063v1_genomic	1317
GCA_000227505.4_ASM22750v4_genomic	2682
GCA_000158175.1_ASM15817v1_genomic	2052
GCA_030426545.1_ASM3042654v1_genomic	808
GCA_029287595.1_ASM2928759v1_genomic	2898
GCA_029246385.1_ASM2924638v1_genomic	2023
GCA_029253085.1_ASM2925308v1_genomic	819
GCA_029253705.1_ASM2925370v1_genomic	499
GCA_029859085.1_ASM2985908v1_genomic	1334
GCA_029242325.1_ASM2924232v1_genomic	2179
GCA_002389505.1_ASM238950v1_genomic	799
GCA_947258585.1_ERZ12284426_genomic	2853
GCA_030427485.1_ASM3042748v1_genomic	1816
GCA_030428835.1_ASM3042883v1_genomic	1740
GCA_030431585.1_ASM3043158v1_genomic	1125
GCA_030433415.1_ASM3043341v1_genomic	10068
GCA_030591305.1_ASM3059130v1_genomic	566
GCA_030649675.1_ASM3064967v1_genomic	2732
GCA_030730585.1_ASM3073058v1_genomic	486
GCA_035582765.1_UCONN_Acne_2_genomic	286388
GCA_018657645.1_ASM1865764v1_genomic	482
GCA_902519405.1_AG-333-E20_genomic	6019
GCA_902520195.1_AG-894-J17_genomic	38966
GCA_902631395.1_AH-326-F22_genomic	6179
GCA_905478845.1_0.2_20180511_Bin_174_1_genomic	507
GCA_905479205.1_0.2_20180524_Bin_119_sub_1_genomic	759
GCA_913031575.1_ERR598978_bin.4_MetaBAT_v2.12.1_MAG_genomic	299
GCA_938091425.1_S4_Bin_Bin_207_sub_1_genomic	6906
GCA_938091995.1_S4_Bin_METABAT_131_1_genomic	2395
GCA_913048495.1_ERR599053_bin.87_MetaBAT_v2.12.1_MAG_genomic	6971
GCA_913056165.1_SRR4030075_bin.37_MetaBAT_v2.12.1_MAG_genomic	340
GCA_913057135.1_SRR4030062_bin.3_MetaBAT_v2.12.1_MAG_genomic	11621
GCA_913064725.1_ERR2098371_bin.22_MetaBAT_v2.12.1_MAG_genomic	2512
GCA_913062625.1_SRR5620817_bin.66_MetaBAT_v2.12.1_MAG_genomic	690
GCA_913063005.1_ERR771004_bin.4_MetaBAT_v2.12.1_MAG_genomic	10123
GCA_938045215.1_N2_Bin_Bin_145_1_genomic	288
GCA_938074045.1_S2_Bin_METABAT_101_1_genomic	1300
GCA_938074135.1_S3_Bin_MAXBIN_098_sub_1_genomic	405
GCA_938084055.1_S3_Bin_MAXBIN_084_1_genomic	226
GCA_938085095.1_S3_Bin_Bin_3_sub_1_genomic	534
GCA_938091485.1_S4_Bin_METABAT_204_1_genomic	1246
GCA_943787385.1_05052020-pm_METABAT_10_genomic	3573
GCA_943787485.1_05052020-am_METABAT_80_genomic	2068
GCA_030427335.1_ASM3042733v1_genomic	7709
GCA_000158155.1_ASM15815v1_genomic	3146
GCA_000169115.1_ASM16911v1_genomic	5127
GCA_001983995.1_ASM198399v1_genomic	4379
GCA_000764025.1_ASM76402v1_genomic	3905
GCA_003457605.1_ASM345760v1_genomic	2967
GCA_003520285.1_ASM352028v1_genomic	2048
GCA_004340525.1_ASM434052v1_genomic	2673
GCA_004354085.1_ASM435408v1_genomic	1361
GCA_004745945.1_ASM474594v1_genomic	4040
GCA_008064665.1_ASM806466v1_genomic	1755
GCA_008081075.1_ASM808107v1_genomic	585
GCA_009910365.1_ASM991036v1_genomic	4150
GCA_009937065.1_ASM993706v1_genomic	1655
GCA_014077625.1_ASM1407762v1_genomic	4098
GCA_014652275.1_ASM1465227v1_genomic	2553
GCA_018342035.1_IUB_Sapp_1.0_genomic	522622
GCA_026710905.1_ASM2671090v1_genomic	1918
GCA_028282105.1_ASM2828210v1_genomic	1559
GCA_902705825.1_Halioglobus_sp._strain_BC5_1_genomic	3437
GCA_000153125.2_ASM15312v2_genomic	6311
GCA_002377985.1_ASM237798v1_genomic	1405
GCA_008064635.1_ASM806463v1_genomic	5788
GCA_015222725.1_ASM1522272v1_genomic	288
