Genome	TARA_082-QUALITY_PASSED_R1.fastq.gz Read Count
GCA_000764025.1_ASM76402v1_genomic	7644
GCA_022425845.1_ASM2242584v1_genomic	1806
GCA_003457605.1_ASM345760v1_genomic	4273
GCA_023253715.1_ASM2325371v1_genomic	5406
GCA_003520285.1_ASM352028v1_genomic	5252
GCA_024234675.1_ASM2423467v1_genomic	3196
GCA_004340525.1_ASM434052v1_genomic	5336
GCA_024234735.1_ASM2423473v1_genomic	5447
GCA_004354085.1_ASM435408v1_genomic	3342
GCA_024234815.1_ASM2423481v1_genomic	6172
GCA_004745945.1_ASM474594v1_genomic	5439
GCA_024234855.1_ASM2423485v1_genomic	4269
GCA_008064665.1_ASM806466v1_genomic	2767
GCA_024640505.1_ASM2464050v1_genomic	624
GCA_008081075.1_ASM808107v1_genomic	557
GCA_024642245.1_ASM2464224v1_genomic	1216
GCA_009910365.1_ASM991036v1_genomic	9700
GCA_024642265.1_ASM2464226v1_genomic	911
GCA_009937065.1_ASM993706v1_genomic	2885
GCA_024644535.1_ASM2464453v1_genomic	5519
GCA_014077625.1_ASM1407762v1_genomic	12681
GCA_024686215.1_ASM2468621v1_genomic	1714
GCA_014652275.1_ASM1465227v1_genomic	7431
GCA_024742415.1_ASM2474241v1_genomic	4559
GCA_018342035.1_IUB_Sapp_1.0_genomic	784881
GCA_026230195.1_ASM2623019v1_genomic	6131
GCA_026710905.1_ASM2671090v1_genomic	2183
GCA_026262625.1_ASM2626262v1_genomic	11755
GCA_028282105.1_ASM2828210v1_genomic	2965
GCA_026262685.1_ASM2626268v1_genomic	14851
GCA_902705825.1_Halioglobus_sp._strain_BC5_1_genomic	8281
GCA_027295405.1_ASM2729540v1_genomic	4048
GCA_000153125.2_ASM15312v2_genomic	9222
GCA_028117185.1_ASM2811718v1_genomic	71344
GCA_002377985.1_ASM237798v1_genomic	2524
GCA_028277365.1_ASM2827736v1_genomic	2274
GCA_008064635.1_ASM806463v1_genomic	8007
GCA_015222725.1_ASM1522272v1_genomic	2287
