Genome	TARA_041-QUALITY_PASSED_R1.fastq.gz Read Count
GCA_938074135.1_S3_Bin_MAXBIN_098_sub_1_genomic	834
GCA_016744355.1_ASM1674435v1_genomic	2243
GCA_938084055.1_S3_Bin_MAXBIN_084_1_genomic	858
GCA_017255185.1_ASM1725518v1_genomic	8384
GCA_938085095.1_S3_Bin_Bin_3_sub_1_genomic	1817
GCA_020443325.1_ASM2044332v1_genomic	1313
GCA_938091485.1_S4_Bin_METABAT_204_1_genomic	3090
GCA_020443345.1_ASM2044334v1_genomic	2546
GCA_943787385.1_05052020-pm_METABAT_10_genomic	5902
GCA_030066555.1_ASM3006655v1_genomic	4047
GCA_943787485.1_05052020-am_METABAT_80_genomic	5769
GCA_020443425.1_ASM2044342v1_genomic	1990
GCA_030427335.1_ASM3042733v1_genomic	3852
GCA_022425845.1_ASM2242584v1_genomic	1239
GCA_000158155.1_ASM15815v1_genomic	8760
GCA_023253715.1_ASM2325371v1_genomic	6870
GCA_000169115.1_ASM16911v1_genomic	6048
GCA_024234675.1_ASM2423467v1_genomic	4588
GCA_001983995.1_ASM198399v1_genomic	8582
GCA_024234735.1_ASM2423473v1_genomic	9772
GCA_000764025.1_ASM76402v1_genomic	13362
GCA_024234815.1_ASM2423481v1_genomic	6047
GCA_003457605.1_ASM345760v1_genomic	7218
GCA_024234855.1_ASM2423485v1_genomic	4956
GCA_003520285.1_ASM352028v1_genomic	2145
GCA_024640505.1_ASM2464050v1_genomic	1710
GCA_004340525.1_ASM434052v1_genomic	7941
GCA_024642245.1_ASM2464224v1_genomic	1605
GCA_004354085.1_ASM435408v1_genomic	5107
GCA_024642265.1_ASM2464226v1_genomic	2111
GCA_004745945.1_ASM474594v1_genomic	9792
GCA_024644535.1_ASM2464453v1_genomic	3059
GCA_008064665.1_ASM806466v1_genomic	6413
GCA_024686215.1_ASM2468621v1_genomic	1123
GCA_008081075.1_ASM808107v1_genomic	5986
GCA_024742415.1_ASM2474241v1_genomic	1677
GCA_009910365.1_ASM991036v1_genomic	9069
GCA_026230195.1_ASM2623019v1_genomic	5366
GCA_009937065.1_ASM993706v1_genomic	18867
GCA_026262625.1_ASM2626262v1_genomic	8666
GCA_014077625.1_ASM1407762v1_genomic	11548
GCA_026262685.1_ASM2626268v1_genomic	4954
GCA_014652275.1_ASM1465227v1_genomic	11724
GCA_027295405.1_ASM2729540v1_genomic	5863
GCA_018342035.1_IUB_Sapp_1.0_genomic	214431
GCA_028117185.1_ASM2811718v1_genomic	1298
GCA_026710905.1_ASM2671090v1_genomic	6915
GCA_028277365.1_ASM2827736v1_genomic	3550
GCA_028282105.1_ASM2828210v1_genomic	4222
GCA_902705825.1_Halioglobus_sp._strain_BC5_1_genomic	8889
GCA_000153125.2_ASM15312v2_genomic	16223
GCA_002377985.1_ASM237798v1_genomic	4878
GCA_008064635.1_ASM806463v1_genomic	6942
GCA_015222725.1_ASM1522272v1_genomic	1345
