Genome	TARA_042-QUALITY_PASSED_R1.fastq.gz Read Count
GCA_010669285.1_ASM1066928v1_genomic	5342
GCA_938084055.1_S3_Bin_MAXBIN_084_1_genomic	696
GCA_012270045.1_ASM1227004v1_genomic	2484
GCA_938085095.1_S3_Bin_Bin_3_sub_1_genomic	1335
GCA_013214285.1_ASM1321428v1_genomic	1222
GCA_938091485.1_S4_Bin_METABAT_204_1_genomic	2355
GCA_013911345.1_ASM1391134v1_genomic	2475
GCA_943787385.1_05052020-pm_METABAT_10_genomic	5388
GCA_016704305.1_ASM1670430v1_genomic	6736
GCA_943787485.1_05052020-am_METABAT_80_genomic	5577
GCA_016744355.1_ASM1674435v1_genomic	1865
GCA_030427335.1_ASM3042733v1_genomic	2808
GCA_017255185.1_ASM1725518v1_genomic	6161
GCA_000158155.1_ASM15815v1_genomic	8264
GCA_020443325.1_ASM2044332v1_genomic	840
GCA_000169115.1_ASM16911v1_genomic	5669
GCA_020443345.1_ASM2044334v1_genomic	1704
GCA_001983995.1_ASM198399v1_genomic	7248
GCA_030066555.1_ASM3006655v1_genomic	3087
GCA_000764025.1_ASM76402v1_genomic	8499
GCA_020443425.1_ASM2044342v1_genomic	1411
GCA_003457605.1_ASM345760v1_genomic	5962
GCA_022425845.1_ASM2242584v1_genomic	864
GCA_003520285.1_ASM352028v1_genomic	1642
GCA_023253715.1_ASM2325371v1_genomic	7006
GCA_004340525.1_ASM434052v1_genomic	6726
GCA_024234675.1_ASM2423467v1_genomic	3542
GCA_004354085.1_ASM435408v1_genomic	3870
GCA_024234735.1_ASM2423473v1_genomic	7994
GCA_004745945.1_ASM474594v1_genomic	7732
GCA_024234815.1_ASM2423481v1_genomic	5222
GCA_008064665.1_ASM806466v1_genomic	4767
GCA_024234855.1_ASM2423485v1_genomic	3895
GCA_008081075.1_ASM808107v1_genomic	4321
GCA_024640505.1_ASM2464050v1_genomic	1096
GCA_009910365.1_ASM991036v1_genomic	8224
GCA_024642245.1_ASM2464224v1_genomic	1117
GCA_009937065.1_ASM993706v1_genomic	25977
GCA_024642265.1_ASM2464226v1_genomic	1371
GCA_014077625.1_ASM1407762v1_genomic	10407
GCA_024644535.1_ASM2464453v1_genomic	2664
GCA_014652275.1_ASM1465227v1_genomic	12595
GCA_024686215.1_ASM2468621v1_genomic	848
GCA_018342035.1_IUB_Sapp_1.0_genomic	195871
GCA_024742415.1_ASM2474241v1_genomic	1258
GCA_026710905.1_ASM2671090v1_genomic	6842
GCA_026230195.1_ASM2623019v1_genomic	5566
GCA_028282105.1_ASM2828210v1_genomic	3150
GCA_026262625.1_ASM2626262v1_genomic	8605
GCA_902705825.1_Halioglobus_sp._strain_BC5_1_genomic	7732
GCA_026262685.1_ASM2626268v1_genomic	4810
GCA_000153125.2_ASM15312v2_genomic	9358
GCA_027295405.1_ASM2729540v1_genomic	5482
GCA_002377985.1_ASM237798v1_genomic	3877
GCA_028117185.1_ASM2811718v1_genomic	1033
GCA_008064635.1_ASM806463v1_genomic	5122
GCA_028277365.1_ASM2827736v1_genomic	2620
GCA_015222725.1_ASM1522272v1_genomic	950
