Genome	TARA_096-QUALITY_PASSED_R1.fastq.gz Read Count
GCA_013214285.1_ASM1321428v1_genomic	1135
GCA_001983995.1_ASM198399v1_genomic	10921
GCA_013911345.1_ASM1391134v1_genomic	2520
GCA_000764025.1_ASM76402v1_genomic	13370
GCA_016704305.1_ASM1670430v1_genomic	9738
GCA_003457605.1_ASM345760v1_genomic	7892
GCA_016744355.1_ASM1674435v1_genomic	3007
GCA_003520285.1_ASM352028v1_genomic	4395
GCA_017255185.1_ASM1725518v1_genomic	7024
GCA_004340525.1_ASM434052v1_genomic	9043
GCA_020443325.1_ASM2044332v1_genomic	919
GCA_004354085.1_ASM435408v1_genomic	5106
GCA_020443345.1_ASM2044334v1_genomic	1977
GCA_004745945.1_ASM474594v1_genomic	8564
GCA_030066555.1_ASM3006655v1_genomic	3456
GCA_008064665.1_ASM806466v1_genomic	4917
GCA_020443425.1_ASM2044342v1_genomic	1430
GCA_008081075.1_ASM808107v1_genomic	3089
GCA_022425845.1_ASM2242584v1_genomic	794
GCA_009910365.1_ASM991036v1_genomic	13850
GCA_023253715.1_ASM2325371v1_genomic	9963
GCA_009937065.1_ASM993706v1_genomic	24565
GCA_024234675.1_ASM2423467v1_genomic	4699
GCA_014077625.1_ASM1407762v1_genomic	15899
GCA_024234735.1_ASM2423473v1_genomic	10330
GCA_014652275.1_ASM1465227v1_genomic	8710
GCA_024234815.1_ASM2423481v1_genomic	7869
GCA_018342035.1_IUB_Sapp_1.0_genomic	643498
GCA_024234855.1_ASM2423485v1_genomic	5535
GCA_026710905.1_ASM2671090v1_genomic	8537
GCA_024640505.1_ASM2464050v1_genomic	1106
GCA_028282105.1_ASM2828210v1_genomic	3145
GCA_024642245.1_ASM2464224v1_genomic	1427
GCA_902705825.1_Halioglobus_sp._strain_BC5_1_genomic	13169
GCA_024642265.1_ASM2464226v1_genomic	1507
GCA_000153125.2_ASM15312v2_genomic	15141
GCA_024644535.1_ASM2464453v1_genomic	5053
GCA_002377985.1_ASM237798v1_genomic	3913
GCA_024686215.1_ASM2468621v1_genomic	954
GCA_008064635.1_ASM806463v1_genomic	6249
GCA_024742415.1_ASM2474241v1_genomic	3091
GCA_015222725.1_ASM1522272v1_genomic	918
GCA_026230195.1_ASM2623019v1_genomic	7659
GCA_026262625.1_ASM2626262v1_genomic	13706
GCA_026262685.1_ASM2626268v1_genomic	7974
GCA_027295405.1_ASM2729540v1_genomic	6606
GCA_028117185.1_ASM2811718v1_genomic	1545
GCA_028277365.1_ASM2827736v1_genomic	2542
