Genome	TARA_032-QUALITY_PASSED_R1.fastq.gz Read Count
GCA_002748505.1_ASM274850v1_genomic	679
GCA_938045215.1_N2_Bin_Bin_145_1_genomic	471
GCA_002862465.1_ASM286246v1_genomic	1415
GCA_938074045.1_S2_Bin_METABAT_101_1_genomic	5315
GCA_030427085.1_ASM3042708v1_genomic	6115
GCA_938074135.1_S3_Bin_MAXBIN_098_sub_1_genomic	302
GCA_002866825.1_ASM286682v1_genomic	2226
GCA_938084055.1_S3_Bin_MAXBIN_084_1_genomic	515
GCA_002868715.1_ASM286871v1_genomic	2870
GCA_938085095.1_S3_Bin_Bin_3_sub_1_genomic	1247
GCA_003402235.1_ASM340223v1_genomic	3774
GCA_938091485.1_S4_Bin_METABAT_204_1_genomic	2380
GCA_943787385.1_05052020-pm_METABAT_10_genomic	5013
GCA_003646405.1_ASM364640v1_genomic	2340
GCA_943787485.1_05052020-am_METABAT_80_genomic	4084
GCA_003646415.1_ASM364641v1_genomic	1772
GCA_030427335.1_ASM3042733v1_genomic	6084
GCA_009388985.1_ASM938898v1_genomic	3317
GCA_000158155.1_ASM15815v1_genomic	5963
GCA_009937575.1_ASM993757v1_genomic	700
GCA_000169115.1_ASM16911v1_genomic	5526
GCA_010669285.1_ASM1066928v1_genomic	4328
GCA_001983995.1_ASM198399v1_genomic	6082
GCA_012270045.1_ASM1227004v1_genomic	1442
GCA_000764025.1_ASM76402v1_genomic	6269
GCA_013214285.1_ASM1321428v1_genomic	839
GCA_003457605.1_ASM345760v1_genomic	3839
GCA_013911345.1_ASM1391134v1_genomic	2959
GCA_003520285.1_ASM352028v1_genomic	1601
GCA_016704305.1_ASM1670430v1_genomic	5645
GCA_004340525.1_ASM434052v1_genomic	4681
GCA_016744355.1_ASM1674435v1_genomic	1958
GCA_004354085.1_ASM435408v1_genomic	2576
GCA_017255185.1_ASM1725518v1_genomic	4332
GCA_004745945.1_ASM474594v1_genomic	4291
GCA_020443325.1_ASM2044332v1_genomic	521
GCA_008064665.1_ASM806466v1_genomic	2422
GCA_020443345.1_ASM2044334v1_genomic	837
GCA_008081075.1_ASM808107v1_genomic	2362
GCA_030066555.1_ASM3006655v1_genomic	1911
GCA_009910365.1_ASM991036v1_genomic	6033
GCA_020443425.1_ASM2044342v1_genomic	1011
GCA_009937065.1_ASM993706v1_genomic	6357
GCA_022425845.1_ASM2242584v1_genomic	648
GCA_014077625.1_ASM1407762v1_genomic	8762
GCA_023253715.1_ASM2325371v1_genomic	5005
GCA_014652275.1_ASM1465227v1_genomic	13733
GCA_024234675.1_ASM2423467v1_genomic	3022
GCA_018342035.1_IUB_Sapp_1.0_genomic	399465
GCA_024234735.1_ASM2423473v1_genomic	6999
GCA_026710905.1_ASM2671090v1_genomic	4910
GCA_024234815.1_ASM2423481v1_genomic	3918
GCA_028282105.1_ASM2828210v1_genomic	1842
GCA_024234855.1_ASM2423485v1_genomic	2722
GCA_902705825.1_Halioglobus_sp._strain_BC5_1_genomic	5464
GCA_024640505.1_ASM2464050v1_genomic	531
GCA_000153125.2_ASM15312v2_genomic	5460
GCA_024642245.1_ASM2464224v1_genomic	743
GCA_002377985.1_ASM237798v1_genomic	3796
GCA_024642265.1_ASM2464226v1_genomic	861
GCA_008064635.1_ASM806463v1_genomic	2877
GCA_024644535.1_ASM2464453v1_genomic	3028
GCA_015222725.1_ASM1522272v1_genomic	333
GCA_024686215.1_ASM2468621v1_genomic	595
GCA_024742415.1_ASM2474241v1_genomic	1442
GCA_026230195.1_ASM2623019v1_genomic	4291
GCA_026262625.1_ASM2626262v1_genomic	7474
GCA_026262685.1_ASM2626268v1_genomic	3801
GCA_027295405.1_ASM2729540v1_genomic	3570
GCA_028117185.1_ASM2811718v1_genomic	1276
GCA_028277365.1_ASM2827736v1_genomic	1624
