Genome	TARA_038-QUALITY_PASSED_R1.fastq.gz Read Count
GCA_913064725.1_ERR2098371_bin.22_MetaBAT_v2.12.1_MAG_genomic	1833
GCA_003646405.1_ASM364640v1_genomic	1209
GCA_913062625.1_SRR5620817_bin.66_MetaBAT_v2.12.1_MAG_genomic	761
GCA_003646415.1_ASM364641v1_genomic	827
GCA_913063005.1_ERR771004_bin.4_MetaBAT_v2.12.1_MAG_genomic	12539
GCA_009388985.1_ASM938898v1_genomic	2724
GCA_938045215.1_N2_Bin_Bin_145_1_genomic	674
GCA_009937575.1_ASM993757v1_genomic	840
GCA_938074045.1_S2_Bin_METABAT_101_1_genomic	4043
GCA_010669285.1_ASM1066928v1_genomic	3225
GCA_938074135.1_S3_Bin_MAXBIN_098_sub_1_genomic	793
GCA_012270045.1_ASM1227004v1_genomic	2439
GCA_938084055.1_S3_Bin_MAXBIN_084_1_genomic	671
GCA_013214285.1_ASM1321428v1_genomic	501
GCA_938085095.1_S3_Bin_Bin_3_sub_1_genomic	2749
GCA_013911345.1_ASM1391134v1_genomic	12608
GCA_938091485.1_S4_Bin_METABAT_204_1_genomic	8655
GCA_016704305.1_ASM1670430v1_genomic	4385
GCA_943787385.1_05052020-pm_METABAT_10_genomic	4100
GCA_016744355.1_ASM1674435v1_genomic	1068
GCA_943787485.1_05052020-am_METABAT_80_genomic	3718
GCA_017255185.1_ASM1725518v1_genomic	4469
GCA_030427335.1_ASM3042733v1_genomic	1733
GCA_020443325.1_ASM2044332v1_genomic	794
GCA_000158155.1_ASM15815v1_genomic	4638
GCA_020443345.1_ASM2044334v1_genomic	927
GCA_000169115.1_ASM16911v1_genomic	3570
GCA_030066555.1_ASM3006655v1_genomic	1478
GCA_001983995.1_ASM198399v1_genomic	4062
GCA_020443425.1_ASM2044342v1_genomic	615
GCA_000764025.1_ASM76402v1_genomic	5189
GCA_022425845.1_ASM2242584v1_genomic	941
GCA_003457605.1_ASM345760v1_genomic	3565
GCA_003520285.1_ASM352028v1_genomic	983
GCA_023253715.1_ASM2325371v1_genomic	4513
GCA_004340525.1_ASM434052v1_genomic	4310
GCA_024234675.1_ASM2423467v1_genomic	2256
GCA_004354085.1_ASM435408v1_genomic	2094
GCA_024234735.1_ASM2423473v1_genomic	5467
GCA_004745945.1_ASM474594v1_genomic	4484
GCA_024234815.1_ASM2423481v1_genomic	3144
GCA_008064665.1_ASM806466v1_genomic	2167
GCA_024234855.1_ASM2423485v1_genomic	2463
GCA_008081075.1_ASM808107v1_genomic	6664
GCA_024640505.1_ASM2464050v1_genomic	513
GCA_009910365.1_ASM991036v1_genomic	6031
GCA_024642245.1_ASM2464224v1_genomic	560
GCA_009937065.1_ASM993706v1_genomic	14609
GCA_024642265.1_ASM2464226v1_genomic	1283
GCA_014077625.1_ASM1407762v1_genomic	5966
GCA_024644535.1_ASM2464453v1_genomic	1711
GCA_014652275.1_ASM1465227v1_genomic	3847
GCA_024686215.1_ASM2468621v1_genomic	414
GCA_018342035.1_IUB_Sapp_1.0_genomic	107490
GCA_024742415.1_ASM2474241v1_genomic	642
GCA_026710905.1_ASM2671090v1_genomic	3536
GCA_026230195.1_ASM2623019v1_genomic	3456
GCA_028282105.1_ASM2828210v1_genomic	2241
GCA_026262625.1_ASM2626262v1_genomic	4796
GCA_902705825.1_Halioglobus_sp._strain_BC5_1_genomic	5027
GCA_026262685.1_ASM2626268v1_genomic	2701
GCA_000153125.2_ASM15312v2_genomic	4640
GCA_027295405.1_ASM2729540v1_genomic	3167
GCA_002377985.1_ASM237798v1_genomic	6410
GCA_028117185.1_ASM2811718v1_genomic	1836
GCA_008064635.1_ASM806463v1_genomic	2612
GCA_028277365.1_ASM2827736v1_genomic	1491
GCA_015222725.1_ASM1522272v1_genomic	511
